rank,name,team,cur,pos,age,gp,mpg,usg_pct,to_pct,fta,ft_pct,2pa,2p_pct,3pa,3p_pct,efg_pct,ts_pct,ppg,rpg,apg,spg,bpg,topg,p_r,p_a,p_r_a,vi,ortg,drtg,season
,Nikola Jokic,Den,C,24.32,14,39.8,82.8,26.5,10.9,78,0.846,205,0.537,56,0.393,0.548,0.596,25.1,13,17.2,8.4,37.2,1.07,0.93,2.57,14.1,126.1,100.2,2018-2019
,Paul Millsap,Den,F,34.34,14,33.5,69.8,19.2,8.9,61,0.77,119,0.513,38,0.316,0.503,0.558,14.6,6.7,10.5,0.8,3.6,0.86,1.07,1.29,5.1,111.4,102,2018-2019
,Monte Morris,Den,G,23.97,14,16,33.4,19.4,6.1,13,0.692,73,0.452,13,0,0.384,0.409,5.4,1.4,4.4,2.6,24.3,0.36,0.07,0.43,6.7,99.1,108.5,2018-2019
,Jamal Murray,Den,G,22.3,14,36.3,75.7,26.5,7.3,62,0.903,171,0.462,83,0.337,0.476,0.53,21.3,4.4,6.3,4.7,21.7,1.07,0.14,1.57,8.4,113.6,109.9,2018-2019
,Mason Plumlee,Den,F-C,29.28,14,15.6,32.4,13.5,12.1,28,0.571,45,0.533,1,0,0.522,0.549,4.6,4.4,14.9,1.5,13.8,0.5,0.71,0.57,8,122.2,92.5,2018-2019
,Andrew Bogut,Gol,C,34.54,19,9.4,19.6,12,20.3,5,0.8,37,0.649,0,0,0.649,0.663,2.7,3.9,23.9,1.1,16.5,0.26,0.32,0.53,9.6,131.8,87,2018-2019
,Nikola Mirotic,Mil,F,28.34,14,21.3,44.3,20.6,9.8,28,0.821,41,0.537,76,0.289,0.47,0.514,9.5,4.3,10.1,0.7,5,0.71,0.21,1,5.7,102.7,99.6,2018-2019
,Jodie Meeks,Tor,G,31.81,14,4.8,9.9,22.7,9,3,0.667,16,0.438,13,0.154,0.345,0.363,1.6,0.6,7.5,0.1,2.3,0.29,0.07,0.21,3.8,69.4,97.8,2018-2019
,Jonas Jerebko,Gol,F,32.29,16,7.6,15.7,16.7,4.3,6,0.833,23,0.304,19,0.263,0.345,0.381,2.1,2.1,16.2,0.8,13.3,0.06,0.13,0.13,8,105.5,107.6,2018-2019
,Jimmy Butler,Phi,G-F,29.75,12,35.1,73.1,23,9.6,72,0.875,130,0.515,45,0.267,0.486,0.564,19.4,6.1,9.4,5.2,23.2,1.42,0.58,1.83,9.7,119.4,107.8,2018-2019
,Tobias Harris,Phi,F,26.91,12,36.9,76.9,18.7,9.7,26,0.846,103,0.476,63,0.349,0.494,0.524,15.5,9.1,13.3,4,16.4,1.08,0.5,1.58,9,108.7,103.9,2018-2019
,JJ Redick,Phi,G,34.97,12,31.3,65.2,17.4,14.2,20,0.85,37,0.486,87,0.414,0.581,0.606,13.4,1.4,2.5,1.6,7.5,0.08,0.25,1.83,4,106.6,108.2,2018-2019
,Ben Simmons,Phi,G-F,22.9,12,35.1,73,16.6,19.3,40,0.575,116,0.621,0,0,0.621,0.625,13.9,7.1,10.9,6,26.3,1.25,1,2.67,9.6,118.1,101.3,2018-2019
,Jordan Bell,Gol,F,24.43,15,7,14.7,15.4,5.3,10,0.7,31,0.548,0,0,0.548,0.579,2.7,1.3,10.4,0.7,15.2,0.27,0.47,0.13,7.7,128.6,101.6,2018-2019
,Quinn Cook,Gol,G,26.23,17,11.4,23.7,17.5,7.7,4,1,36,0.472,34,0.324,0.479,0.495,4.2,1.1,5.4,0.7,8.8,0.18,0.06,0.35,5.2,99.4,110.2,2018-2019
,Kevin Durant,Gol,F,30.7,12,36.8,76.7,33,12.8,113,0.903,163,0.552,80,0.438,0.586,0.661,32.3,4.9,7.7,4.5,21.6,1.08,1,3.58,9.7,119.7,105.8,2018-2019
,Clint Capela,Hou,C,25.07,11,30.1,62.6,15.1,14.1,35,0.429,82,0.561,0,0,0.561,0.549,9.7,10.3,19.3,1.5,7.7,0.27,1.09,1.45,7.1,115.2,104.6,2018-2019
,Eric Gordon,Hou,G,30.47,11,37.2,77.6,20.3,14.3,28,0.857,55,0.527,95,0.4,0.573,0.604,17.8,2.5,3.7,1.3,5.7,0.64,1,2.45,4.2,107,112,2018-2019
,Gerald Green,Hou,G-F,33.38,11,8.8,18.4,20.4,6.6,5,1,11,0.182,29,0.345,0.425,0.462,3.5,1.1,7,0.1,1.6,0.27,0.27,0.27,3.3,91.9,101.4,2018-2019
,James Harden,Hou,G,29.8,11,38.6,80.3,37.1,14.2,98,0.837,127,0.48,137,0.35,0.504,0.567,31.6,6.9,10.1,6.6,33.7,2.18,0.91,4.64,11.7,110.2,101.8,2018-2019
,Chris Paul,Hou,G,34.11,11,36.1,75.3,22.6,18.1,45,0.844,85,0.576,63,0.27,0.503,0.557,17,6.4,9.9,5.5,25.1,2.18,0.64,3.36,9.3,108.8,102.8,2018-2019
,PJ Tucker,Hou,F,34.11,11,38.7,80.6,11,7.5,23,0.826,31,0.452,57,0.456,0.602,0.637,11.4,7.5,10.9,1.7,6.6,1.73,0.73,0.73,5.4,133.1,104.4,2018-2019
,Joel Embiid,Phi,F-C,25.25,11,30.4,63.3,30.2,16.8,90,0.822,120,0.467,39,0.308,0.465,0.559,20.2,10.5,18.6,3.4,17.9,0.73,2.27,3.64,11.8,105.4,99,2018-2019
,James Ennis III,Phi,F,28.95,11,21.1,43.9,15,12.1,19,0.632,32,0.688,32,0.281,0.555,0.574,7.5,3.8,9.8,1.1,7.5,0.36,0.27,0.91,6,113.5,100.5,2018-2019
,Tim Frazier,Mil,G,28.62,11,3.6,7.5,18.2,17.8,2,1,7,0.714,6,0.5,0.731,0.756,1.9,0.8,11.3,0.9,40.7,0.18,0,0.27,12.3,,,2018-2019
,Meyers Leonard,Por,F-C,27.29,11,15.5,32.2,18.6,5.5,9,0.333,32,0.625,33,0.424,0.631,0.616,7.7,3.6,12.5,1.1,11.8,0.18,0.09,0.36,8.1,125.2,96.4,2018-2019
,Sterling Brown,Mil,G,24.34,11,14.7,30.7,13.5,15.7,11,0.727,17,0.471,21,0.333,0.487,0.525,4.1,2.7,9.3,1.7,16.2,0.55,0.27,0.73,7.2,107.5,96.7,2018-2019
,Jonah Bolden,Phi,F,23.45,10,7.9,16.5,15.9,30.2,4,0.5,3,0.333,16,0.25,0.368,0.385,1.6,1.4,9.6,0.3,5,0.2,0.1,0.9,4.4,66.5,97.8,2018-2019
,Boban Marjanovic,Phi,C,30.83,10,10.5,21.8,25.2,22.5,19,0.842,37,0.649,3,0,0.6,0.662,6.4,3.6,18.6,1.1,17.8,0.2,0.3,1.4,11.2,114.1,93.7,2018-2019
,Greg Monroe,Phi,C,29.03,10,9,18.7,22.6,8.3,9,0.778,36,0.417,4,0.25,0.413,0.455,4,3.1,18.7,0.4,6.9,0.5,0.4,0.4,7.6,103.6,97.3,2018-2019
,Austin Rivers,Hou,G,26.87,10,21.5,44.9,14.8,11,6,0.667,27,0.407,35,0.457,0.565,0.572,7.4,2.1,5.5,1,7.2,0.5,0.1,0.8,4.6,109,100.8,2018-2019
,Mike Scott,Phi,F,30.91,10,19.3,40.2,12,12.8,2,1,13,0.692,34,0.353,0.574,0.585,5.6,3.4,9.5,0.5,3.6,0.3,0,0.7,4.4,106.1,101.6,2018-2019
,T.J. McConnell,Phi,G,27.22,9,8.3,17.3,15.8,3.6,0,0,27,0.444,0,0,0.444,0.444,2.7,0.7,4.3,1.2,22.3,0.22,0.11,0.11,6.3,106.4,109.4,2018-2019
,Aron Baynes,Bos,F-C,32.51,9,12.8,26.7,7.5,25.2,2,0.5,8,0.75,6,0.333,0.643,0.638,2.1,2.8,11,0.3,3.9,0.33,0.33,0.56,3.8,107.9,92.5,2018-2019
,Jaylen Brown,Bos,F,22.64,9,30.4,63.3,18.4,13,30,0.767,47,0.638,40,0.35,0.586,0.624,13.9,5.8,9.7,1.1,6.3,0.67,0.22,1.67,5.9,111.6,99.8,2018-2019
,Gordon Hayward,Bos,F,29.23,9,29.6,61.7,15.3,16.1,19,1,46,0.435,24,0.375,0.479,0.549,9.6,4,6.9,2.4,13,0.67,0.33,1.67,6.1,103.8,106.6,2018-2019
,Al Horford,Bos,F-C,33.03,9,34.5,71.8,19.3,13.9,18,0.833,66,0.424,44,0.409,0.5,0.53,13.9,9,13.3,4.4,21.7,0.44,0.78,2.11,9.5,107.1,103.5,2018-2019
,Kyrie Irving,Bos,G,27.23,9,36.7,76.5,29.8,12.5,40,0.9,121,0.421,58,0.31,0.436,0.488,21.3,4.4,6.2,7,35.7,1.33,0.44,3.11,9.5,100.5,104.1,2018-2019
,Marcus Morris,Bos,F,29.78,9,28.3,58.9,17.2,7,31,0.742,39,0.59,40,0.45,0.633,0.664,13.7,8.1,14.6,1.2,7.4,0.11,0.56,0.78,7.2,130,101.3,2018-2019
,Terry Rozier,Bos,G,25.24,9,18,37.4,20.6,13.2,16,0.75,25,0.44,34,0.235,0.39,0.439,6.4,4.3,12.3,1.9,16.8,0.44,0.22,1.11,8.3,91.5,100,2018-2019
,Jayson Tatum,Bos,F,21.28,9,32.8,68.3,21.8,12.2,39,0.744,81,0.481,31,0.323,0.482,0.53,15.2,6.7,10.4,1.9,10,1.11,0.78,2,7.1,100.7,102.9,2018-2019
,Malcolm Miller,Tor,F,26.27,10,2.8,5.8,17.5,9.3,4,0.75,2,0.5,6,0.167,0.313,0.41,0.8,0.5,9.9,0.1,5.1,0,0.1,0.1,4.9,,,2018-2019
,Tony Snell,Mil,G,27.59,9,3.2,6.6,9.1,0,0,0,4,0.25,2,0.5,0.417,0.417,0.6,0.2,3.5,0,0,0.11,0.11,0,0,,,2018-2019
,Iman Shumpert,Hou,G,28.97,8,13.7,28.5,12.3,9.8,4,0.25,4,0.5,22,0.364,0.538,0.522,3.6,1.5,6.2,0.3,2.7,0.13,0,0.38,3.4,99.1,106.9,2018-2019
,D.J. Wilson,Mil,F,23.32,8,5.3,11.1,24,29.3,2,1,11,0.636,5,0.2,0.531,0.563,2.4,1.3,11.7,0.5,14.9,0,0.13,0.88,8.8,84.9,91.6,2018-2019
,Eric Moreland,Tor,F-C,27.47,8,3.5,7.3,3.2,0,0,0,2,0.5,0,0,0.5,0.5,0.3,1.6,25.5,0.4,14.3,0,0,0,6.6,,,2018-2019
,Patrick McCaw,Tor,G,23.64,11,4.4,9.2,6.4,14.5,2,1,2,0,3,0.333,0.3,0.425,0.5,0.3,3.4,0.4,10.9,0.18,0,0.09,3.6,112.5,104.9,2018-2019
,LaMarcus Aldridge,San,F,33.9,7,34.9,72.6,27,4.9,33,0.818,110,0.473,11,0.273,0.467,0.517,20,9.6,14.8,2.7,13.1,0.71,1,1,9.2,112.3,103.8,2018-2019
,Marco Belinelli,San,G-F,33.22,7,18.8,39.1,15,4.7,6,0.833,17,0.353,21,0.381,0.474,0.504,5.9,1.9,5.3,1.1,8.5,0,0.29,0.29,4.9,106.3,111.3,2018-2019
,DeMar DeRozan,San,G,29.85,7,35.8,74.6,27.8,8,44,0.864,118,0.492,1,0,0.487,0.557,22,6.7,10.1,4.6,21.6,1.14,0.14,1.71,9.8,115.8,106.9,2018-2019
,Bryn Forbes,San,G,25.89,7,30.3,63.2,13.7,4.8,9,0.667,25,0.48,31,0.484,0.616,0.625,10.7,3.6,6.3,1,4.7,0.14,0.14,0.43,4.5,122,109.3,2018-2019
,Rudy Gay,San,F,32.83,7,25.5,53.1,22.7,11.4,17,0.824,51,0.392,19,0.421,0.457,0.503,11.1,7.1,15.1,1.7,10.1,0.43,0.71,1.43,8,103.7,105.3,2018-2019
,Patty Mills,San,G,30.84,7,21.8,45.3,15.3,6,10,0.6,21,0.524,22,0.136,0.36,0.39,5.3,2.1,5.3,3.6,22.5,1,0.14,0.43,6.3,98.7,107.9,2018-2019
,Jakob Poeltl,San,C,23.66,7,25.3,52.7,11.2,7,9,0.556,35,0.657,1,0,0.639,0.638,7.3,7.7,16.4,1.7,9.8,0.29,0.71,0.43,7.2,144.4,98.6,2018-2019
,Derrick White,San,G,24.95,7,27.2,56.8,24.6,14.8,26,0.731,58,0.621,17,0.294,0.58,0.613,15.1,3,5.9,3,18.2,0.71,0.71,2.14,7.6,110.8,105.5,2018-2019
,Danuel House Jr.,Hou,F-G,26.02,7,20.1,41.9,13.9,9,8,0.5,6,0.5,31,0.258,0.405,0.42,4.9,3.1,8.8,0.1,1,0.43,0.29,0.57,2.3,83.8,106.4,2018-2019
,Daniel Theis,Bos,F,27.19,7,6,12.5,16.6,6.3,2,1,12,0.417,2,0,0.357,0.403,1.7,1.4,12.2,0,0,0.14,0.14,0.14,0,92.7,101.9,2018-2019
,Jonathon Simmons,Phi,F,29.75,7,7.4,15.4,30.8,15.9,4,0.75,20,0.4,10,0.2,0.367,0.394,3.6,1.3,9.4,0.3,6.1,0.14,0,0.86,6.1,73.4,109.7,2018-2019
,Nene,Hou,C-F,36.75,7,7.5,15.7,14.1,17.7,9,0.778,10,1,0,0,1,0.967,3.9,2,14.9,0.4,9.8,0.43,0.29,0.43,7.8,169.4,99.8,2018-2019
,Jeremy Lin,Tor,G,30.81,8,3.4,7,26.5,31.7,4,1,7,0.143,2,0.5,0.278,0.418,1.1,0.4,6.2,0.5,21.1,0.13,0,0.63,7.1,,,2018-2019
,Malcolm Brogdon,Mil,G,26.51,7,28.3,59,20.1,10.8,11,0.636,41,0.512,37,0.378,0.538,0.549,13,4.9,8.6,3.4,18.9,0.71,0.14,1.43,8.5,110.2,100.5,2018-2019
,Patrick Beverley,Lac,G,30.92,6,32.4,67.5,12.8,16.5,8,0.75,17,0.412,30,0.433,0.564,0.584,9.8,8,13.8,4.7,19.8,1,0.83,1.67,8.9,118.2,102.3,2018-2019
,Danilo Gallinari,Lac,F,30.85,6,33.6,69.9,27.8,8.8,33,0.848,67,0.388,43,0.302,0.414,0.478,19.8,6.2,10.3,2.7,12.5,1.33,0.17,2,8.2,99.1,107.7,2018-2019
,Shai Gilgeous-Alexander,Lac,G,20.92,6,28.8,59.9,17.6,6.8,20,0.85,42,0.452,18,0.5,0.542,0.596,13.7,2.7,5.2,3.2,16.5,1,0.83,0.83,6.8,124.6,106.9,2018-2019
,JaMychal Green,Lac,F,28.98,6,23.5,48.9,17,18.8,10,0.8,20,0.55,23,0.522,0.674,0.696,11,5.3,12.7,0.8,5.3,0.67,0,1.83,6.1,114.1,98.1,2018-2019
,Montrezl Harrell,Lac,F-C,25.38,6,26.3,54.8,21.5,9.7,26,0.692,62,0.742,1,0,0.73,0.739,18.3,5.5,11.7,2.2,15.3,0.5,0.67,1.33,9.2,138.4,103.7,2018-2019
,Landry Shamet,Lac,G,22.26,6,29,60.4,11.7,14.2,10,1,7,0.429,31,0.323,0.474,0.542,7.7,2,3.9,1.7,7.6,1,0,1.17,4.1,104.2,108.4,2018-2019
,Garrett Temple,Lac,G-F,33.1,6,10.5,21.8,11.4,11.5,10,0.7,4,0.5,7,0.143,0.318,0.455,2.3,1.2,6.2,0.3,4.1,0.5,0.17,0.33,3.6,94.5,102.5,2018-2019
,Lou Williams,Lac,G,32.63,6,29.4,61.2,32.6,12.9,41,0.829,86,0.453,18,0.333,0.462,0.533,21.7,2.8,5.4,7.7,45.4,0.83,0.17,3,10.6,110.6,109.4,2018-2019
,Lonnie Walker IV,San,G,20.5,6,3.5,7.3,17.6,0,0,0,7,0.429,1,0,0.375,0.375,1,0.3,5.1,0.5,21.1,0,0,0,6.1,,,2018-2019
,Kenneth Faried,Hou,F-C,29.57,6,9.4,19.5,12.2,0,6,0.833,12,0.667,1,1,0.731,0.767,4,3.5,21.1,0.3,5.9,0.33,0,0,6.9,165.2,96.9,2018-2019
,Semi Ojeleye,Bos,F,24.52,6,5.8,12,13.8,9.2,2,1,4,0.25,5,0.6,0.611,0.658,2.2,0.3,3,0.3,9.2,0,0,0.17,4,127.9,101.3,2018-2019
,Jake Layman,Por,F,25.27,6,3.4,7,18.8,0,4,0.75,2,0.5,5,0,0.143,0.285,0.8,0.7,10.5,0,0,0,0,0,0,,,2018-2019
,Jarrett Allen,Bro,C,21.15,5,22,45.9,18,16.4,20,0.85,32,0.594,0,0,0.594,0.674,11,6.8,15.9,2.2,15.9,0.6,0.6,1.6,10,130.7,100.1,2018-2019
,DeMarre Carroll,Bro,F,32.88,5,23.9,49.8,15.1,6.7,8,1,14,0.143,24,0.292,0.329,0.397,6.6,4,8.6,0.4,2.3,0.8,0,0.6,3.7,90.2,106.6,2018-2019
,Spencer Dinwiddie,Bro,G,26.19,5,26.3,54.8,23.5,10.5,14,0.714,38,0.474,24,0.375,0.508,0.536,14.6,2.6,5.1,1.6,10.2,0.4,0,1.6,6,103.4,108.1,2018-2019
,Treveon Graham,Bro,F,25.63,5,15.7,32.8,8.1,19.2,6,0.5,3,0.667,7,0,0.2,0.277,1.4,2.2,7.2,0.6,4.9,0.4,0.2,0.6,3.1,69,101.3,2018-2019
,Joe Harris,Bro,G-F,27.77,5,29.9,62.2,15.1,16.2,8,1,22,0.545,21,0.19,0.419,0.473,8.8,4.2,7.2,0.6,2.9,0.6,0,1.8,3.8,89.3,106.5,2018-2019
,Caris LeVert,Bro,G,24.8,5,28.9,60.1,26.9,10.4,29,0.724,47,0.511,26,0.462,0.575,0.612,21,4.6,8.2,3,18.9,1,0.4,2,9.2,118.3,107.7,2018-2019
,D'Angelo Russell,Bro,G,23.3,5,29.6,61.6,33.4,11.5,13,0.846,65,0.385,37,0.324,0.422,0.45,19.4,3.6,6.3,3.6,22.1,1.4,0.2,2.8,8.5,89.9,104.6,2018-2019
,Davis Bertans,San,F,26.58,5,15.8,32.8,10.7,5.5,5,0.6,4,0.5,11,0.273,0.433,0.465,3.2,1.6,5.5,1,8.4,0,0.2,0.2,4.4,102.5,103.2,2018-2019
,D.J. Augustin,Orl,G,31.59,5,28.2,58.7,17.3,12.7,16,0.875,20,0.5,21,0.476,0.61,0.666,12.8,1.6,3.1,3.8,25.5,0.4,0.2,1.4,6.1,128,110,2018-2019
,Khem Birch,Orl,C,26.71,5,18.3,38.2,13.1,22.2,7,0.857,18,0.556,0,0,0.556,0.617,5.2,6.2,18.5,0.8,7.8,0.2,1,1.2,6.5,112.7,101.1,2018-2019
,Michael Carter-Williams,Orl,G,27.68,5,18.5,38.5,20.4,18.8,8,0.875,23,0.435,8,0.25,0.419,0.478,6.6,4,11.8,2.4,24,0.6,0,1.6,8.6,93,96.2,2018-2019
,Evan Fournier,Orl,G-F,26.62,5,35,72.9,21.4,14.2,8,0.75,35,0.457,34,0.235,0.406,0.427,12.4,3.2,5,2,10.7,1.4,0,2.4,4.9,81.6,104.3,2018-2019
,Aaron Gordon,Orl,F,23.74,5,32.8,68.3,22.5,15.6,19,0.526,42,0.5,20,0.4,0.532,0.54,15.2,7.2,12,3.6,22.3,1.2,0.2,2.6,8.9,103.8,100.5,2018-2019
,Jonathan Isaac,Orl,F,21.7,5,27.3,56.9,15.7,10.3,8,0.875,20,0.35,20,0.2,0.325,0.379,6.6,6.2,12.4,0.4,2.5,0.4,1,1,3.7,85,105.4,2018-2019
,Wes Iwundu,Orl,F,24.48,5,12,25,17.7,8.3,9,1,9,0.333,9,0.333,0.417,0.546,4.8,1.4,6.4,0.8,11.7,0.6,0,0.4,5.8,112.6,104,2018-2019
,Terrence Ross,Orl,G-F,28.35,5,29.2,60.8,21.7,14,17,0.824,19,0.421,35,0.343,0.481,0.537,13.2,3.6,6.7,1.4,9,1.2,0.4,2,5.6,97.8,104.4,2018-2019
,Nikola Vucevic,Orl,C,28.64,5,29.5,61.4,23.2,16.8,14,0.786,45,0.4,13,0.231,0.388,0.436,11.2,8,14.8,3,19.3,0.4,1,2.6,8.8,88.6,102.4,2018-2019
,Steven Adams,Okc,C,25.9,5,31.8,66.3,14.6,16.5,8,0.375,41,0.683,1,0,0.667,0.648,11.8,7.2,12.3,1.4,7.2,1,1,1.8,6.2,115.6,102.7,2018-2019
,Raymond Felton,Okc,G,34.97,5,11.4,23.7,11.9,12.6,2,0.5,5,0.4,8,0.25,0.385,0.396,2.2,0.6,2.9,0.6,7.4,0.8,0.2,0.4,3.2,82.2,98.6,2018-2019
,Terrance Ferguson,Okc,G,21.08,5,25.6,53.4,10,16.7,0,0,7,0.286,18,0.389,0.5,0.5,5,2.4,5.1,1.2,6.5,0.4,0,1,3.8,95.8,98.7,2018-2019
,Paul George,Okc,F,29.12,5,40.8,85,29.9,14,49,0.816,54,0.537,47,0.319,0.51,0.583,28.6,8.6,11.4,3.6,15.4,1.4,0.2,4,9.4,110.1,99.6,2018-2019
,Jerami Grant,Okc,F,25.26,5,35.2,73.3,12.1,8,13,0.692,20,0.55,20,0.45,0.613,0.634,11.6,5.6,8.6,0.8,3.4,0.6,2,0.8,4.2,125.2,105,2018-2019
,Markieff Morris,Okc,F,29.78,5,11.8,24.5,16,9.1,9,0.778,9,0.333,7,0.286,0.375,0.476,3.8,2.6,12,1,12.1,0.2,0.6,0.4,7.3,110.2,96.1,2018-2019
,Nerlens Noel,Okc,F-C,25.18,5,12.1,25.1,18.3,19.3,2,0,20,0.6,0,0,0.6,0.575,4.8,3.8,17.1,0,0,0.4,0.6,1,0,104.2,96,2018-2019
,Dennis Schroder,Okc,G,25.75,5,30.1,62.8,19.5,8.7,18,0.722,35,0.543,20,0.3,0.509,0.548,13.8,3.2,5.8,3.4,18.1,0.8,0,1.2,7.1,114.7,105.5,2018-2019
,Russell Westbrook,Okc,G,30.58,5,39.4,82.2,31.5,15.8,26,0.885,77,0.377,34,0.324,0.41,0.466,22.8,8.8,12.1,10.6,46,1,0.6,4.6,13.1,100.4,100.7,2018-2019
,Jae Crowder,Uta,F,28.94,5,26,54.2,18.1,1.8,19,0.737,16,0.5,30,0.3,0.467,0.524,11.4,5.8,11.7,0.8,5.2,1,0,0.2,5.8,114.1,102.1,2018-2019
,Derrick Favors,Uta,F-C,27.92,5,20.6,43,20.4,10.1,19,0.684,33,0.697,3,0,0.639,0.665,11.8,7.4,18.8,0.8,7.8,0.8,1.8,1,8,130.6,94.9,2018-2019
,Rudy Gobert,Uta,C,26.97,5,30.4,63.3,14.3,17.6,23,0.783,32,0.594,0,0,0.594,0.665,11.2,10.2,17.6,1.4,7.7,0.6,2.6,1.8,7.1,129.3,97.9,2018-2019
,Joe Ingles,Uta,F,31.7,5,30.1,62.8,12.7,17.8,0,0,8,0.5,29,0.276,0.432,0.432,6.4,4.8,8.4,5,25.9,2.2,0,1.6,7.1,98.6,97.2,2018-2019
,Donovan Mitchell,Uta,G,22.77,5,38.6,80.5,32.5,14.2,33,0.727,69,0.362,43,0.256,0.371,0.423,21.4,5,6.8,3.2,15.5,1.6,0.2,4.2,7.2,83.1,101.8,2018-2019
,Georges Niang,Uta,F,25.99,5,11,22.9,18.6,8.3,0,0,9,0.556,13,0.308,0.5,0.5,4.4,2.8,13.4,1,16.4,0.2,0.2,0.4,8.4,100.4,98,2018-2019
,Royce O'Neale,Uta,F,26.03,5,27.4,57.2,17.6,17.6,4,0.75,22,0.591,23,0.348,0.556,0.567,10.6,4.6,8.8,1.6,10.3,0.4,0.4,2,6.2,97.3,98.8,2018-2019
,Ricky Rubio,Uta,G,28.65,5,33.5,69.8,22.8,16.7,20,0.85,46,0.522,20,0.2,0.455,0.515,15.4,3.2,5,8.6,46.4,2.4,0.2,3,9,108.5,99.7,2018-2019
,Jerome Robinson,Lac,G,22.31,5,9.2,19.3,15.3,5.8,5,1,8,0.25,6,0.5,0.464,0.556,3.6,1.2,7.2,1.4,21,0.4,0,0.2,7.9,128.5,107.2,2018-2019
,Dante Cunningham,San,F,32.15,5,2.6,5.4,10.8,0,0,0,1,0,2,1,1,1,1.2,1.2,25,0,0,0,0,0,0,,,2018-2019
,Donatas Motiejunas,San,F-C,28.73,5,3.7,7.7,27.2,0,2,0.5,9,0.667,1,0,0.6,0.597,2.6,1.4,20.4,0.4,21.7,0,0,0,12.3,,,2018-2019
,Quincy Pondexter,San,F,31.26,5,2.4,5,7.7,0,0,0,1,0,1,0,0,0,0,0.2,4.5,0.4,20.1,0.2,0,0,0,,,2018-2019
,Juancho Hernangomez,Den,F,23.71,5,2.9,6,12.3,25,0,0,1,0,2,0.5,0.5,0.5,0.6,0.6,10.9,0,0,0,0,0.2,0,,,2018-2019
,Anfernee Simons,Por,G,20.02,5,2.4,5,33.3,0,5,0.8,5,0,2,0,0,0.217,0.8,0,0,0,0,0.2,0,0,0,,,2018-2019
,Jacob Evans,Gol,G,21.99,7,2.5,5.2,17.3,28.6,0,0,3,0.333,2,0.5,0.5,0.5,0.7,0.1,3.3,0.1,7.7,0,0,0.29,3.1,,,2018-2019
,Wilson Chandler,Lac,F,32.1,4,13.1,27.3,16.3,14.5,4,1,6,0.667,10,0.1,0.344,0.422,3.8,1.5,6.4,0.5,5.2,0.5,0,0.75,4.3,80.4,101.9,2018-2019
,Bojan Bogdanovic,Ind,F,30.16,4,36.9,76.9,23.8,7.8,17,0.882,41,0.439,22,0.318,0.452,0.511,18,5.8,8.5,2.8,14.1,2,0,1.5,7.2,104.4,104.5,2018-2019
,Darren Collison,Ind,G,31.81,4,29.2,60.8,22.7,17.3,6,1,34,0.441,11,0.364,0.467,0.504,12,3,5.6,4,25.6,0.5,0,2.5,7.2,97.8,103.6,2018-2019
,Tyreke Evans,Ind,G,29.74,4,21,43.8,32.9,10,14,0.571,28,0.357,20,0.55,0.552,0.563,15.3,4.3,11,0.8,8,0.5,0.25,1.5,7.1,99.7,99,2018-2019
,Cory Joseph,Ind,G,27.82,4,21.3,44.3,13.4,0,2,1,15,0.533,9,0.444,0.583,0.603,7.5,1.8,4.5,1,8.5,1,0,0,4.5,127.9,103,2018-2019
,Wesley Matthews,Ind,G-F,32.67,4,29.7,61.8,15.2,20.3,3,1,9,0.222,21,0.333,0.417,0.447,7,2.5,4.6,2,10.8,0.75,0.25,2,4.4,80.8,107.4,2018-2019
,Domantas Sabonis,Ind,F,23.11,4,24,50.1,19.2,12.5,14,0.643,25,0.44,4,0.25,0.431,0.484,8.5,7.3,16.5,4,29.1,0.75,0.25,1.25,10.5,109.6,94.4,2018-2019
,Myles Turner,Ind,F-C,23.22,4,31.5,65.6,15.9,6.9,13,0.615,21,0.524,14,0.214,0.443,0.479,9.8,6.3,10.8,1.5,8.1,0,1.75,0.75,5.7,101.9,99.6,2018-2019
,Thaddeus Young,Ind,F,30.98,4,32.6,67.9,17.6,10,7,0.571,34,0.471,8,0.25,0.452,0.466,10.5,7,11.7,3.8,20.5,2.75,0.75,1.25,8,104.9,99.1,2018-2019
,Bruce Brown,Det,G,22.83,4,14.2,29.5,12.5,11.8,2,1,9,0.444,5,0.2,0.393,0.437,3.3,2,7.1,0.5,5.1,0.5,0.25,0.5,4.2,89.4,97.8,2018-2019
,Andre Drummond,Det,C,25.84,4,31.9,66.4,24.4,14.8,21,0.429,53,0.453,1,0,0.444,0.451,14.3,13,20.5,2.3,11.9,1.5,1.25,2.75,9.4,95,94.5,2018-2019
,Wayne Ellington,Det,G,31.54,4,32.8,68.4,12.1,5.3,2,1,13,0.308,22,0.318,0.414,0.432,7.8,3.8,5.7,1.3,5.5,0.75,0,0.5,4.1,96.7,111.6,2018-2019
,Langston Galloway,Det,G,27.51,4,27.5,57.2,13.7,5.6,0,0,9,0.222,25,0.36,0.456,0.456,7.8,3.8,6.9,1,5.3,0.5,1,0.5,4.5,97.5,104.5,2018-2019
,Reggie Jackson,Det,G,29.16,4,27,56.1,28.4,6.8,7,0.857,44,0.432,21,0.429,0.5,0.521,17.8,3.3,6.1,7,49.8,0.75,0,1.25,11,119.1,102.9,2018-2019
,Luke Kennard,Det,G,22.97,4,33.2,69.1,16.6,5.7,6,0.833,32,0.438,15,0.6,0.585,0.604,15,4,6.1,1.8,8.7,0.75,0.25,0.75,5.7,119.9,109.2,2018-2019
